response,context,context/0,context/1,context/2,context/3,context/4,context/5
shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?
hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai ."
"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !
mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .
aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .
mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .
"agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .,mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .
"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .,shukar kkhuda ka! mein koi jungli janwar nahi dekhna chahta .
pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi .",hum ne ab tak sirf chand  ko dekha hai .
aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .,"hum wazan kam karne ke liye paidal safar kar rahay hain, bakrion aur  ko dekhnay ke liye nahi ."
shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .,mein shart lagaata hon ke mein ne pehlay hi kuch pound kho diye hain .
"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?,aap ne jo kuch khoya hai woh kuch paseena hai .
phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga .",mein ne aik pound bhi charbi nahi khoyi ?
shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple .","agar aap charbi kam karna chahtay hain, to aap ko har roz yeh izafah karna hoga ."
kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .,"oh nahi, mere chehray par aik aur pimple ."
aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .,pimples choosna .
"theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .,aisa lagta hai ke mujhe taqreeban har roz aik naya pimple milta hai .
"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon .",shayad yeh aap ki khoraak mein kuch hai .
kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .,"nahi, mein din bah din wohi cheeze khata hon ."
mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .,phir shayad yeh aap ke jeans mein hai .
aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?,shayad aap hi sahih hon .
aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .,kya aap ke khandan mein mahasay chaltay hain ?
har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai .",aisa nahi hai ke mein ne mehsoos kya hai .
teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai .","theek hai, shayad yeh sunhwa mein aloodgi se hai ."
aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?,"wajah kuch bhi ho, mujhe inhen apne chehray par dekhnay se nafrat hai ."
"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .,kya aap har cheez par yaqeen karte hain jo aap suntay hain ?
lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .,mein kisi bhi cheez par yaqeen nahi karta jo mein apni aankhon se nahi daikhta hon .
hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .,aap jo kuch TV ya radio par suntay hain is par aap yaqeen nahi kar satke .
phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .,aap yaqeen nahi kar satke jo aap akhbaron mein parhte hain .
apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .,har koi aap ko aik hi cheez ke baray mein aik mukhtalif kahani sunataa hai .
mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .,teen mukhtalif log aap ko teen mukhtalif kahaniyan den ge .
tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen .",aur hukoomat aap ko chothi kahani day gi .
mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .,"jee haan, jaisa ke hukoomat kehti hai ke swine flow ki fikar nah karen ."
mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .,lekin swine flow ne mexico mein sirf 20 afraad ki jaan le li .
"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?,hukoomat kehti hai ke hamein fikar karne ki koi zaroorat nahi hai .
agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .,phir kuch school bachon ko ghar rehne ko kyun keh rahay hain ?
mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .,apni naak nah uthao .
phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?,mein apni naak nahi utha raha tha .
mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .,tum  thay ?
"oh, waqai? shayad aap ko 911 par cal karni chahiye thi .",mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .,mein apni naak noch raha tha .
hamara TV ka remote ganda hai .,"oh, waqai? shayad aap ko 911 par cal karni chahiye thi .",mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha .",mujhe lagta hai ke mein chunnay aur khurachnay mein farq jaanta hon .
"haan, yeh kachay se dhakka sunhwa hai .",hamara TV ka remote ganda hai .,"oh, waqai? shayad aap ko 911 par cal karni chahiye thi .",mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .,"theek hai, maa, shayad mein usay thora sa utha raha tha ."
mein usay saaf karne ja raha hon .,"haan, yeh kachay se dhakka sunhwa hai .",hamara TV ka remote ganda hai .,"oh, waqai? shayad aap ko 911 par cal karni chahiye thi .",mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .,agli baar tissue istemaal karen .
is par pani istemaal nah karen !,mein usay saaf karne ja raha hon .,"haan, yeh kachay se dhakka sunhwa hai .",hamara TV ka remote ganda hai .,"oh, waqai? shayad aap ko 911 par cal karni chahiye thi .",mein intzaar nahi kar sakta tha. yeh aik hungami tha .,phir intzaar karo jab tak ke aap ko tissue mil jaye .,mere paas tissue nahi tha .
